company_name,company_website,contact_email,contact_phone,contact_place_street,contact_place_city,contact_place_state,contact_place_country,contact_place_postal_code,social_links
lzbarquitetura.com.br,https://lzbarquitetura.com.br,lzbarquiteta@gmail.com,+5514991939608 | +5543988092947,,,,,,"http://instagram.com/luizabc.arq | https://www.linkedin.com/in/luiza-barbosa-arq/ | https://wa.me/5514991939608?text=Ol%C3%A1%2C%20gostaria%20de%20um%20or%C3%A7amento%20de%20arquitetura. | https://api.whatsapp.com/send?phone=5543988092947&text=Ol%C3%A1,%20gostaria%20de%20saber%20mais%20informa%C3%A7%C3%B5es%20sobre%20projetos%20de%20arquitetura."
cnnbrasil.com.br,https://www.cnnbrasil.com.br/nacional/sudeste/sp/arquiteto-morto-em-sao-paulo-e-velado-nesta-quinta-3/,,,,São Paulo,SP,Brazil,,
vanyanegociosimobiliarios.org,https://vanyanegociosimobiliarios.org,vanya.creci@gmail.com | vanya@creci.org.br,+5511953017771 | +5511940433370,Rua Natingui,São Paulo,SP,Brasil,05443-002,"https://api.whatsapp.com/send?phone=5511953017771&text=Olá, visitei o seu site e gostaria de mais informações! Aguardo o contato. Obrigado(a). | https://api.whatsapp.com/send?phone=5511940433370&text=Olá, visitei o seu site e gostaria de mais informações! Aguardo o contato. Obrigado(a). | https://api.whatsapp.com/send?phone=5511953017771&text=Olá, tenho interesse neste imóvel: https%3A%2F%2Fvanyanegociosimobiliarios.org%2Fdetalhes_imovel%2F530%2FVenda-Apartamento-Alto-Padrao-Vila-Madalena-Sao-Paulo-SP-San-Paolo- Aguardo o contato. Obrigado. | https://api.whatsapp.com/send?phone=5511953017771&text=Olá, tenho interesse neste imóvel: https%3A%2F%2Fvanyanegociosimobiliarios.org%2Fdetalhes_imovel%2F530 Aguardo o contato. Obrigado. | https://api.whatsapp.com/send?text=Venda - Apartamento (Alto Padrão) - Vila Madalena - São Paulo/SP - Cod. San Paolo : https%3A%2F%2Fvanyanegociosimobiliarios.org%2Fdetalhes_imovel%2F530 | https://www.facebook.com/marisol.vanya.consultora/ | https://www.instagram.com/marisol_gerente_conx_vanya | https://youtube.com/@marisol_vanya_consultora | https://www.linkedin.com/in/vanya-almeida-34752334"
tiberio.com.br,https://www.tiberio.com.br,privacidade@tiberio.com.br,+551149337872 | +551130519999,"Av. Brasil, 78",São Paulo,SP,Brazil,01430-000,https://www.instagram.com/tiberioconstrutora/ | https://www.linkedin.com/company/tiberio-construtora/ | https://www.tiktok.com/@tiberioconstrutora | https://api.whatsapp.com/send?phone=5511999279436&text=Olá gostaria de mais informações sobre o empreendimento Imóveis
rohr.com.br,https://rohr.com.br,df@rohr.com.br | bahia@rohr.com.br | ceara@rohr.com.br | bh@rohr.com.br | curitiba@rohr.com.br | rj@rohr.com.br | poa@rohr.com.br | sp@rohr.com.br,,,São Paulo,São Paulo,Brazil,,https://pt.linkedin.com/company/rohr-s-a-estruturas-tubulares | https://www.instagram.com/rohr.engenharia/ | https://www.youtube.com/channel/UCvCaWcak94URyRnaAUf2isw/featured | https://www.facebook.com/Rohr-Estruturas-Tubulares-481742548516386/
spbr.arq.br,https://spbr.arq.br,spbr@spbr.arq.br,+551138151171,"Avenida Faria Lima, 1234 / 121",São Paulo,SP,Brasil,01451-001,https://www.facebook.com/spbrarquitetos/ | https://www.linkedin.com/company/spbrarquitetos | https://www.instagram.com/spbr.arquitetos/
apo.arq.br,https://www.apo.arq.br,,,"Av. Faria Lima, 1903",São Paulo,,,,https://www.instagram.com/apo.arquitetura/ | https://br.pinterest.com/apo_arquitetura/_created/
transparencia.prefeitura.sp.gov.br,https://transparencia.prefeitura.sp.gov.br,,+5511156,"Viaduto do Chá, 15",Centro,São Paulo,Brazil,01002-020,https://www.linkedin.com/company/cidade-de-sao-paulo/ | https://www.tiktok.com/@prefsp | https://www.youtube.com/prefeiturasaopaulo | https://twitter.com/prefsp | https://www.instagram.com/prefsp | https://www.facebook.com/PrefSP | https://api.whatsapp.com/send?phone=551132305156&text=Oi!%20Eu%20gostaria%20de%20conversar%20com%20o%20Chat%20SP156%20:)
topconstrutora.com,https://topconstrutora.com/,atendimento@topconstrutora.com,+556239220464 | +556230930464 | +556239220464,"Av. T-4, 619 , Buena Vista Office Design, St. Bueno, Sls. 1803 a 1805",Goiânia,GO,Brasil,,https://www.facebook.com/topconstrutora | https://www.instagram.com/topconstrutora/?hl=pt-br | https://www.linkedin.com/company/top-construtora-e-incorporadora/ | https://www.youtube.com/channel/UCwPAKOEi4Cr6-pFwXRMH5gg | https://api.whatsapp.com/send?phone=556239220464
oantagonista.com.br,https://oantagonista.com.br,,,"Av Paulista, 777 4º andar cj 41 Bela Vista",São Paulo,SP,Brazil,01311-914,https://www.youtube.com/@OAntagonista | https://facebook.com/oantagonista/ | https://twitter.com/o_antagonista/ | https://www.instagram.com/o_antagonista/ | https://whatsapp.com/channel/0029Va2SurQHLHQbI5yJN344
roberthalf.com,https://www.roberthalf.com,,,,,,,,https://www.linkedin.com/company/robert-half-international | https://www.instagram.com/roberthalfbr/ | http://www.youtube.com/RoberthalfBR | http://twitter.com/Roberthalf_BR | https://www.facebook.com/roberthalfbrasil/
infinityspaces.com,https://www.infinityspaces.com/,,+551137368600,,,,,,https://api.whatsapp.com/send?1=pt_BR&phone=551137368600
blog.bnsir.com.br,https://blog.bnsir.com.br,,+551130610000 | +552135000370,"Alameda Gabriel Monteiro da Silva, 2027",São Paulo,SP,Brasil,01441-001,https://www.instagram.com/bossanovasir/ | https://www.facebook.com/BossaNovaSIR/ | https://www.youtube.com/c/BossaNovaSothebysInternationalRealty | https://www.linkedin.com/company/imobili-ria-bossa-nova
bienaldearquitetura.org.br,https://bienaldearquitetura.org.br,,,"Av. Pedro Álvares Cabral, s/n – Portão 2",São Paulo,SP,Brazil,,http://iabsp.org.br | https://iabsp.org.br/ | https://iab.org.br/ | https://iabsp.org.br/bienal/
bestincorporadora.com.br,https://bestincorporadora.com.br,contato@bestincorporadora.com.br,+551533052252,"Rua 13 de Fevereiro, 352",Tatuí,SP,Brazil,18270-340,
thauanarodovalho.com.br,https://www.thauanarodovalho.com.br/,contato@thauanarodovalho.com.br,+5511981992206,,Tatuapé,SP,Brazil,,"https://www.instagram.com/arq.thauanarodovalho/ | https://www.facebook.com/thauanarodovalhoarquitetura/ | https://api.whatsapp.com/send?1=pt_br&phone=55011981992206&text=Ol%C3%A1,+vi+o+seu+site+e+gostaria+de+mais+informa%C3%A7%C3%B5es | https://api.whatsapp.com/send?1=pt_br&phone=55011981992206&text=Ol%C3%A1,+vi+o+seu+site+egostaria+de+mais+informa%C3%A7%C3%B5es"
sinaenco.com.br,https://sinaenco.com.br,sinaenco@sinaenco.com.br | rodrigo@sinaenco.com.br,+551131239200 | +551131239200 | +5511976666423,"R. Marquês de Itu, nº 70, 3º andar",São Paulo,SP,Brasil,01223-000,https://www.facebook.com/Sinaenco-2162309064008675/ | https://twitter.com/sinaenco | https://www.linkedin.com/company/sinaenco | https://www.youtube.com/channel/UCRUH5Be0nEahg-UsNPyyEkA
gvie.com.br,https://www.gvie.com.br,contato@gvie.com.br,+551155737252 | +551155737252,"Rua Estela, 96 - Cj. 22 - Vila Mariana",São Paulo,SP,Brasil,,https://www.facebook.com/gvieincorporadora | https://www.instagram.com/gvieincorporadora/ | http://wa.me/5511913112806 | http://wa.me/5511945035366
br.indeed.com,https://br.indeed.com,,,,,,,,https://www.facebook.com/IndeedforBusiness/ | https://www.linkedin.com/showcase/indeed-business/ | https://www.youtube.com/channel/UCVZdPBjfsbzK3GVKdht_lFQ | https://www.instagram.com/indeedworks
graalengenharia.com.br,https://graalengenharia.com.br,,+551130635064 | +5511976979824,"Avenida Angélica, n° 2248, 11° andar",São Paulo,SP,Brazil,01228-200,"https://api.whatsapp.com/send?phone=5511976979824&text=Ol%C3%A1,%20tudo%20bem?%20Estou%20acessando%20via%20site%20da%20GRAAL%20e%20gostaria%20de%20%20mais%20informa%C3%A7%C3%B5es,%20por%20favor! | https://api.whatsapp.com/send?phone=5511976979824&text=Ol%C3%A1,%20gostaria%20de%20saber%20mais%20informa%C3%A7%C3%B5es%20de%20como%20sair%20do%20aluguel! | https://www.instagram.com/graalengenharia/ | https://www.facebook.com/graalengenharia?_rdc=1&_rdr | https://www.youtube.com/@GRAALENGENHARIAoficial | https://graalengenharia.cvcrm.com.br/cliente/ | https://api.whatsapp.com/send?phone=5511976979824"
blog.essenciamoveis.com.br,https://blog.essenciamoveis.com.br,contato@conceptinteriores.com.br | contato@essenciamoveis.com.br,+551150824012 | +551136614900 | +551126456800 | +551132588383 | +551138054999 | +551130407200 | +551130613420 | +551132083076 | +551150523826 | +551332883379 | +551121827400 | +551138147563 | +551150510274 | +551129022323 | +551134764555 | +5511997113126,,São Paulo,SP,Brasil,,https://www.facebook.com/essenciamoveis | https://www.instagram.com/essenciamoveis/ | https://www.youtube.com/user/essenciamoveis | https://br.pinterest.com/essenciamoveis/pins/ | https://web.whatsapp.com/send?phone=5511997113126&text=Ol%C3%A1%21+Tudo+bem | https://api.whatsapp.com/send?phone=5511997113126&text=Ol%C3%A1%21+Tudo+bem%3F+Gostaria+de+mais+informa%C3%A7%C3%B5es+sobre+os+produtos.
planik.com.br,https://planik.com.br,atendimento@planik.com.br,+551152420204 | +551131512366 | +5511997174433,"Av. Angélica, 2220 - 8º andar - Santa Cecilia",São Paulo,SP,Brasil,01227-200,https://www.instagram.com/planik_incorporadora/ | https://www.facebook.com/PlanikEmpreendimentosImobiliarios | https://www.linkedin.com/company/planik-empreendimentos/ | https://www.youtube.com/c/PlanikVendas | https://wa.me/5511997174433
moveis.engenharia-construcao.hospedagem.portaldacotacao.com.br,https://moveis.engenharia-construcao.hospedagem.portaldacotacao.com.br,contato@portaldacotacao.com.br,,,,,,,http://twitter.com/intent/tweet?text=Montagem%20de%20móveis%20em%20sp%20-%20moveis.engenharia-construcao.hospedagem.portaldacotacao.com.br/moveis-planejados/montagem-de-moveis-em-sp-2&url=moveis.engenharia-construcao.hospedagem.portaldacotacao.com.br/moveis-planejados/montagem-de-moveis-em-sp-2 | http://twitter.com/intent/tweet?text=Construções%20e%20reformas%20em%20geral%20-%20http://www.engenharia-construcao.hospedagem.portaldacotacao.com.br/construtoras/construcoes-e-reformas-em-geral/construtoras/construcoes-e-reformas-em-geral&url=http://www.engenharia-construcao.hospedagem.portaldacotacao.com.br/construtoras/construcoes-e-reformas-em-geral/construtoras/construcoes-e-reformas-em-geral | http://twitter.com/intent/tweet?text=Empresa%20de%20-%20http://www.engenharia-construcao.hospedagem.portaldacotacao.com.br/construtoras/empresa-de-reformas-edificios/construtoras/empresa-de-reformas-edificios&url=http://www.engenharia-construcao.hospedagem.portaldacotacao.com.br/construtoras/empresa-de-reformas-edificios/construtoras/empresa-de-reformas-edificios | http://twitter.com/intent/tweet?text=Reforma%20é%20construção%20-%20http://www.engenharia-construcao.hospedagem.portaldacotacao.com.br/construtoras/reforma-e-construcao/construtoras/reforma-e-construcao&url=http://www.engenharia-construcao.hospedagem.portaldacotacao.com.br/construtoras/reforma-e-construcao/construtoras/reforma-e-construcao | https://lgpd.idealtrends.com.br/politics
consciente.com.br,https://consciente.com.br,,+556230865000,Av. T-2 com T-55,Goiânia,GO,Brazil,74215-170,https://instagram.com/conscienteconstrutora/ | https://www.facebook.com/ConscienteConstrutora | https://www.youtube.com/user/ConscienteVideos | https://www.linkedin.com/company/consciente-construtora | https://api.whatsapp.com/send?phone=556230865000
sala2arquitetura.com.br,https://sala2arquitetura.com.br,sala2@sala2arquitetura.com.br | decoracao@sala2arquitetura.com.br,+551127742787,"Avenida Ibirapuera, 2033",São Paulo,SP,Brasil,04029-100,http://www.facebook.com/sala2arquitetura | https://www.linkedin.com/company/sala-2-arquitetura-e-design/ | https://br.pinterest.com/Sala2arquitetura | http://Instagram.com/sala2arquitetura | https://www.instagram.com/sala2arquitetura/ | https://www.facebook.com/sala2arquitetura/?fref=ts
meuinc.com.br,https://meuinc.com.br/,,+558007951588,,,,,,https://www.facebook.com/incempreendimentos | https://www.linkedin.com/company/incempreendimentos | https://www.instagram.com/incempreendimentos/ | https://www.youtube.com/@incempreendimentos | https://wa.me/5508007951588
jflliving.com.br,https://jflliving.com.br,jfl@thelever.com.br | imprensa@jflliving.com.br,+551131320171 | +551131320171,"Av. Rebouças, 3084",São Paulo,SP,Brazil,05402-600,https://www.instagram.com/jfl_living/ | https://www.linkedin.com/company/jflliving/ | https://wa.me/5511914475333?text=Quero%20mais%20informa%C3%A7%C3%B5es%20sobre%20os%20apartamentos%20da%20JFL%20Living
paulafiorentiniarquitetura.com.br,https://paulafiorentiniarquitetura.com.br,adm@arquiteturafiorentini.com.br,+551130219436 | +551132312805,,,,,,https://www.instagram.com/paulafiorentiniarquitetura/ | https://www.facebook.com/www.arquiteturafiorentini.com.br
colibrigroup.com.br,https://colibrigroup.com.br,colibriconsultorimoveis@gmail.com,+5511968311378,"Rua Estados Unidos, 1.371",,,,,"https://api.whatsapp.com/send?phone=+5511968311378&text=Ol%C3%A1,%20estou%20interessado%20em%20%5BVOGEL%20Moema%20%E2%80%93%20Um%20%C3%8Dcone%20da%20Arquitetura%20Moderna%20em%20Moema%5D%20https://colibrigroup.com.br/imovel/vogel-moema/ | https://wa.me/+5511968311378 | https://api.whatsapp.com/send?phone=5511968311378&text=Ol%C3%A1,Gostaria%20de%20falar%20com%20um%20consultor%20para%20filtrar%20um%20im%C3%B3vel%20em%20uma%20regi%C3%A3o%20espec%C3%ADfica%20na%20cidade. | https://api.whatsapp.com/send?phone=5511968311378&text=Ol%C3%A1,%20quero%20falar%20com%20o%20consultor"
andrademelloarquitetura.com.br,https://andrademelloarquitetura.com.br/,contato@andrademello.com.br,+551123094208 | +551123094198,"Av. Sena Madureira, 151 | Vila Clementino | Conjunto 106",,,,,https://www.facebook.com/andradeemelloarquitetura/ | https://www.instagram.com/ondeafamiliaacontece/ | https://br.pinterest.com/andrademelloarq/?eq=andrade%20mello&etslf=9293 | https://www.youtube.com/channel/UC5zPziACcIfLzoRU3gmpqJw/videos
http:,http://arquitetocaio.com,contato@arquitetocaio.com,+5519981337909 | +551937022238,,,,,,https://wa.me/5519981337909 | https://www.youtube.com/channel/UCmtxxoFYZuBOKKmHIc9kaWw | https://www.instagram.com/italicohomes/ | https://br.pinterest.com/italicohomes/_created/ | https://www.facebook.com/arquitetocaio/ | https://plus.google.com/u/0/b/114949134731248831908/+ArquitetoemCampinasCaioPelissonArquiteturaeDesign/posts | https://api.whatsapp.com/send/?phone=5519981337909&text=Ol%C3%A1%2C+gostaria+de+saber+mais+sobre+os+servi%C3%A7os+da+Italico&app_absent=0 | https://www.youtube.com/c/ItalicoSpecialHomes/videos
carbinatoimoveis.com.br,https://www.carbinatoimoveis.com.br,atendimento@carbinato.com.br,+551124956080 | +5511994686562,"Rua Padre João Manuel, 1212 - conjunto 81",São Paulo,SP,Brasil,01411-000,https://www.facebook.com/carbinatoimoveissp/ | https://www.instagram.com/carbinatoimoveis/ | https://web.whatsapp.com/send?phone=5511994686562 | https://wa.me/5511994686562 | https://api.whatsapp.com/send?text=https://www.carbinatoimoveis.com.br/blog/jardim-america-x-jardim-europa-qual-bairro-escolher-em-sao-paulo-spij.html | https://api.whatsapp.com/send?text=https://www.carbinatoimoveis.com.br/blog/como-valorizar-seu-imovel-no-jardim-america-antes-de-vender.html | https://api.whatsapp.com/send?text=https://www.carbinatoimoveis.com.br/blog/melhores-bairros-para-investir-em-imoveis-de-luxo-em-sao-paulo-sp.html
h2carquitetura.com.br,https://www.h2carquitetura.com.br,contato@h2carquitetura.com.br | suppliers@h2carquitetura.com.br | curriculo@h2carquitetura.com.br,+551123652002 | +5511914761967,,São Paulo,,Brasil,,https://www.instagram.com/h2carquitetura/ | https://br.pinterest.com/h2carquitetura/ | https://www.facebook.com/h2carquitetura | https://wa.me/5511914761967?text=Ol%C3%A1!%20Quero%20conversar%20sobre%20o%20meu%20projeto!
wnez.com.br,https://wnez.com.br,,+551150540200 | +5511999325372,"R. Geraldo Flausino Gomes, 85 - 7º Andar Conjunto 71",Itaim Bibi,,,,https://api.whatsapp.com/send?phone=5511935009050
custodio.arq.br,https://custodio.arq.br,contato@custodio.arq.br,+552135491204 | +551151826361,"Praia de Botafogo, 440",Rio de Janeiro,RJ,Brazil,,https://www.instagram.com/custodiosolucoes/?hl=pt | https://wa.me/552135491204 | https://wa.me/551151826361
teto2r.com,https://teto2r.com/,paulotrigof@gmail.com | arq.teto.paulo@gmail.com,+551937028400 | +5519988082306 | +551937028400 | +5519988082306,"Rua Dário Prada, 348",Limeira,SP,Brazil,13480-686,https://www.instagram.com/paulotrigo_/ | https://www.facebook.com/tetoarquiteturasustentavelepaisagismo/ | https://arquiteturasustentavel.arq.br/
faoliva.com.br,https://faoliva.com.br/,,+5511999669677,,,,,,https://www.instagram.com/fa.oliva | https://www.facebook.com/faolivaimoveis | https://www.youtube.com/faolivatv | https://www.linkedin.com/showcase/f-a-oliva | https://api.whatsapp.com/send?phone=5511999669677&text=Ol%C3%A1!%20Estou%20no%20site%20da%20F%20A%20Oliva%20e%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es%20sobre%20um%20im%C3%B3vel.
casavogue.globo.com,https://casavogue.globo.com,,+552140025300 | +558000218433,,,,,,https://www.facebook.com/casavoguebrasil | https://twitter.com/casavoguebrasil | https://instagram.com/casavoguebrasil | https://pinterest.com/casavoguebrasil | https://www.youtube.com/c/CasaVogue/featured | https://web.whatsapp.com/send?text=D%C3%AA%20uma%20olhada%20nessa%20not%C3%ADcia%3A%20https://casavogue.globo.com/Arquitetura/Cidade/noticia/2022/01/13-lugares-que-os-amantes-de-arquitetura-precisam-visitar-em-sao-paulo.html&utm_source=whatsapp&utm_medium=social&utm_campaign=compartilharMobile | https://api.whatsapp.com/send/?phone=552140025300&text&type=phone_number&app_absent=0
mbigucci.com.br,https://mbigucci.com.br/,,+5511975273015 | +551140402765 | +551150676550,"Av. Senador Vergueiro, 3597, 9º andar - Rudge Ramos",São Bernardo do Campo,SP,Brazil,09601-000,https://www.instagram.com/mbigucci | https://www.facebook.com/mbigucci | https://twitter.com/mbigucci | https://www.linkedin.com/company/mbigucci-construtora/ | https://www.pinterest.com/mbigucci/ | https://www.youtube.com/mbigucci
minhacasaviva.com.br,https://www.minhacasaviva.com.br,meuap@minhacasaviva.com.br | suprimentos@minhacasaviva.com.br | contato@minhacasaviva.com.br | privacidade@minhacasaviva.com.br | seguranca@minhacasaviva.com.br,+551150390900 | +551150390800,"Avenida Eliseu de Almeida, 1415",São Paulo,SP,Brazil,05533-000,https://www.linkedin.com/company/minhacasaviva/ | https://www.instagram.com/minha_casaviva/ | https://www.facebook.com/casavivasp | https://www.tiktok.com/@minha_casaviva?is_from_webapp=1&sender_device=pc | https://open.spotify.com/user/31xurtctesj43kf5ve7nxnhpute4?si=bcd0788b8e8149fc | https://api.whatsapp.com/send?phone=551147103061&text=Ol%C3%A1%2C%20estou%20no%20site%20e%20quero%20conversar! | https://casaviva.hypnobox.com.br/?controle=Atendimento&acao=index&produto=8&tipo_atendente=whatsapp&midia=site-institucional&canal=whatsapp&subcanal=whatsapp&pre_chat=1 | https://casaviva.hypnobox.com.br/?controle=Atendimento&id_produto=8&acao=entrar&midia=site-institucional
emccamp.com.br,https://emccamp.com.br/,renata.dias@emccamp.com.br | miliane.souza@emccamp.com.br,+558002007070 | +553123914040,"Rua Gonçalves Dias, 744, Funcionários",Belo Horizonte,MG,Brasil,,https://www.facebook.com/Emccamp | https://instagram.com/emccampresidencial | https://www.youtube.com/emccamp | https://www.tiktok.com/@emccamp | https://emccamp.com/sistemas/
caarquitetura.com.br,https://caarquitetura.com.br,contato@caarquitetura.com.br,+551130852814,"Rua Paes Leme 215, CJ 2102",Pinheiros SP,SP,Brazil,05424-150,https://www.facebook.com/caarquitetura | https://www.instagram.com/caarquitetura
